original_ja,en_predictions,en_references,dataset
データベースに接続状態を保存することで、Solid Cableはロードバランス環境でより回復力のあるリアルタイム機能を可能にします。,the solid cable allows for a much more resilient realtime function in a low load environment.,"By storing connection state in the database, Solid Cable allows for more resilient real-time features in load-balanced environments.",ruby
すべてはオブジェクト,it's all object.,Everything is an Object,ruby
Rubyでは、定義されたクラスをさらに変更できます。,"ruby, you can even modify the defined class.","In Ruby, you can reopen a class and modify it.",ruby
コールバックを使用することで、ActionMailerはメールが送信される前に前処理を行うことができます。,"by using callback, actionmailer can perform a prerecord before sending the message.","Through the use of callbacks, ActionMailer allows pre-processing of emails before they are sent.",ruby
このファイルを“ri20min.rb”という名前で保存して、“ruby ri20min.rb”と 実行しましょう。,let's save this file under the name ri20min.rb and run ruby ri20min.rb.,"Save this file as “ri20min.rb”, and run it as “ruby ri20min.rb”.",ruby
Railsメーラーは、attachmentsメソッドを通じてファイル添付をサポートし、バイナリデータをメールに含めることができます。,the raw mailer can support filekeeping through the attachments method and include binary data into the email.,"Rails mailers support file attachments through the attachments method, allowing binary data to be included with emails.",ruby
String#splitは、区切り文字に基づいて文字列を部分文字列に分割し、これらの部分文字列の配列を返します。,"string split divided the string into substrate sequences based on the segments, returning these substrate sequences.","String#split divides a string into substrings based on a delimiter, returning an array of these substrings.",ruby
Object#sendは、シンボルによって識別されるメソッドを呼び出し、指定された引数を渡します。,object send calls up a method identified by the symbol and sends a given string.,"Object#send invokes the method identified by the symbol, passing it any arguments specified.",ruby
Rails 7のインポートマップは、バンドラーを必要とせずにCDNやローカルファイルから直接JavaScriptモジュールを使用する方法を提供します。,rails 7's import map provides a way to use javascript module directly from a cdn or a local file without a bblanger.,Import maps in Rails 7 provide a way to use JavaScript modules directly from CDNs or local files without requiring a bundler.,ruby
def hiというコードがメソッド定義のはじまりになります。,"the code, def, h, starts the methodological definition.",The code def hi starts the definition of the method.,ruby
複数のスレッドが共有データに同時にアクセスする場合、スレッドセーフティが懸念事項となります。,"if multiple threads can access data at the same time, thread safety is a concern.",Thread safety is a concern when multiple threads access shared data simultaneously.,ruby
式と文に違いはありません。,there's no difference between the ceremony and the text.,There’s no difference between an expression and a statement.,ruby
Railsテストにおけるファクトリーは、テストデータを作成するためのフィクスチャよりも柔軟な代替手段を提供します。,the pattern in a rule test provides a much more flexible alternative to a test data form.,Factories in Rails testing provide a more flexible alternative to fixtures for creating test data.,ruby
レコードを保存する前に、ActiveRecordは適用可能なすべてのバリデーションを実行して、オブジェクトが有効かどうかをチェックします。,"before you save the record, actionrecord runs all available balances and checks to see if the object is active.","Before saving records, ActiveRecord checks if the object is valid by running all applicable validations.",ruby
Railsのマイグレーションは、時間の経過とともにデータベーススキーマを進化させることができる機能です。,the legacy is a feature that can evolve the databaseスキーム over time.,Rails migrations are a feature that allows you to evolve your database schema over time.,ruby
Array#replaceは、与えられた配列の内容で配列の内容を置き換えます。,arrayplace removes the sequence with the content of the sequence.,Array#replace replaces the contents of an array with the contents of another array.,ruby
"次の行はメソッドの本体になります。この行は、すでに見た行、puts ""Hello World""と 同じものです。",the next line is the main body of the method. this line is the same as the lines you saw on puts.,"The next line is the body of the method, the same line we saw earlier: puts ""Hello World"".",ruby
iのような使い捨ての変数が必要ですし、そのリストがどのくらいの長さになるか 計算する必要がありますし、どのようにリストを走査するか説明する必要があります。,"you need a disposable variable like i, you need to calculate the length of the list, you need to explain how to run the list.","You need a throw-away variable like i, have to figure out how long the list is, and have to explain how to walk over the list.",ruby
Solid Queueは、信頼性と運用のシンプルさを優先するデータベースをバックエンドとしたActive Jobバックエンドを提供します。,solidquue provides a backendactive database with a simple jab backend.,Solid Queue provides a database-backed Active Job backend that prioritizes reliability and operational simplicity.,ruby
Railsのスキャフォールディングは、リソースのモデル、ビュー、コントローラー、マイグレーションを自動的に生成します。,"raw s.c.a.f.d.ing automatically creates the resources model, the views, the controllers, the modifications.","Rails scaffolding automatically generates the model, views, controller, and migrations for a resource.",ruby
RSpecは、読みやすく説明的なテストケースを重視したRailsの人気のある代替テストフレームワークです。,rsppec is a popular alternative testing framework that emphasizes test cases that are easy to read and explain.,"RSpec is a popular alternative testing framework for Rails that emphasizes readable, descriptive test cases.",ruby
Rubyのクラスは開いています。,ruby's class is open.,Ruby classes are open.,ruby
メソッドが引数を持たない場合、メソッド名の後ろに空のカッコをつけることができますが、 省略しても構いません。,"if the method doesn't have a number, you can put a blank space behind the method name, but you can skip it.","You can add empty parentheses if you’d like, but they’re not needed.",ruby
ActiveRecordコールバックを使用すると、オブジェクトの状態が変更される前後にロジックをトリガーできます。,"if you use activerecord callback, you can log back before the object changes state.",ActiveRecord callbacks allow you to trigger logic before or after an alteration of an object's state.,ruby
この新しいプログラムを調べようとすると、最初の行がハッシュマーク(#)で 始まっていることに気づきます。,"when you look at this new program, you notice that the first line starts with a hashmark.","Looking deeper at our new program, notice the initial lines, which begin with a hash mark (#).",ruby
Rubyにおけるほとんどの演算子は糖衣構文です。,most arithmetic in ruby is sugar.,Most operators in Ruby are just syntactic sugar for method calls.,ruby
何をやっているか明確であれば、カッコは省略できます。,"if you're clear about what you're doing, you can skip the formalities."," If it’s obvious what you’re doing, the parentheses are optional.",ruby
Module#const_setは、指定された名前の定数を与えられたオブジェクトに設定し、そのオブジェクトを返します。,module cont set is set to an object with a given name and returns the object.,"Module#const_set sets the named constant to the given object, returning that object.",ruby
Hash#fetchは、指定されたキーに対するハッシュの値を返します。キーが見つからない場合はKeyErrorを発生させます。,"mash faker returns the hash value for the given key. if you can't find the key, i'll create a keelror.","Hash#fetch returns a value from the hash for the given key, raising a KeyError if the key is not found.",ruby
見ての通り、 say_hi と say_byeで使われています。,"as you can see, it's used in say hi and say goodbye.",As you can see it’s used by say_hi and say_bye.,ruby
並行制御を通じて、Solid Queueは同じジョブが複数のワーカーによって同時に処理されることを防ぎます。,"through parallel control, sodque prevents the same job from being dealt with by multiple workers simultaneously.","Through concurrency controls, Solid Queue prevents the same job from being processed simultaneously by multiple workers.",ruby
Rubyはメッセージに対応するメソッドを見つけられなかったとしても諦めません。,"even if they can't find a way to respond to the message, they will.",Ruby doesn’t give up if it can’t find a method that responds to a particular message.,ruby
シンボルオブジェクトはRubyインタプリタ内の名前を表し、コロン構文を使用して作成され、不変です。,"the symbol object is a name within a positive interpert, created using a colombian construction, indistinguishable.","Symbol objects represent names inside the Ruby interpreter, are created using the colon syntax, and are immutable.",ruby
これは「平方根(square root)」の省略形、 sqrtというメソッドにパラメータとして9を与えて呼び出しています。,"it's an abbreviation for square root, and it's a method called sqrt, and it gives the parameters as nine.","It means call the method sqrt, shorthand for “square root” with the parameter of 9.",ruby
ActiveRecordを使用する場合、そのクエリインターフェースが非常に包括的であるため、開発者が生のSQLを書く必要はほとんどありません。,"in the case of activerecord, the query interface is so complementary that the developer doesn't have to write a raw sql.","Rarely do developers need to write raw SQL when using ActiveRecord, as its query interface is so comprehensive.",ruby
クラスや整数でさえオブジェクトです。,even classes and even algebra are object.,Even classes and integers are objects.,ruby
これは、二つの文字列が異なる実体を指していることを示しています。,this shows that two different characters refer to different objects.,That means they’re referencing two different objects in memory.,ruby
rails generateコマンドは、さまざまなRailsコンポーネントのボイラープレートコードを自動的に生成するために使用されます。,the rails generate command is used to automatically generate various rails condensation codes.,The rails generate command is used to automatically generate boilerplate code for various Rails components.,ruby
メモリベースのキャッシュとは異なり、Solid Cacheはキャッシュされたコンテンツを失うことなくアプリケーションの再起動後も維持されます。,"unlike a memorybased charge, a solid charge keeps the application running even after it's destroyed.","Unlike memory-based caches, Solid Cache persists across application restarts without losing cached content.",ruby
Action Cableのチャネルを通じて、異なるタイプのリアルタイム機能向けの特定のストリームを作成できます。,"through action cable channel, you can create specific streams for different types of real time functionality.","Through channels in Action Cable, specific streams can be created for different types of real-time functionality.",ruby
Rubyでは、nilとfalseを除くすべてのものは真と評価されます。,"in rugby, everything but nail and false is valued as true.","In Ruby, everything except nil and false is considered true.",ruby
Railsのバリデータは、有効なデータのみがデータベースに保存されることを保証します。,the raw file of the rails guarantees only good data will be stored in the database.,Rails validators ensure that only valid data is stored in the database.,ruby
Module#class_evalは、Rubyコードを含む文字列または与えられたブロックをクラスとしてレシーバのコンテキストで評価します。,module classeval evaluates a string or block with a positive code in its class as a lesbana context.,Module#class_eval evaluates a string containing Ruby code or a given block in the context of the receiver as a class.,ruby
publicはそのままの意味になります。,the public still means something.,"public is, naturally, public.",ruby
もし誰かが新たな種類のリストクラスを持ち出してくれば、 joinメソッドが他のリストと同様の意味を持っている限り、 すべては期待した通り動きます。,"if someone brings out a new kind of list class, as long as the join method has the same meaning as the other list, everything goes as planned.","f someone comes up with a new kind of list class, as long as it implements the join method with the same semantics as other lists, everything will work as planned.",ruby
メソッド呼び出しは実際には他のオブジェクトへのメッセージ送信です。,the method call is actually sending a message to another object.,A method call is really a message to another object.,ruby
Module#attr_accessorメソッドは、インスタンス変数のゲッターメソッドとセッターメソッドを定義します。,module#attraccaster method defined the difference between the getter method and the set method.,The Module#attr_accessor method defines getter and setter methods for instance variables.,ruby
Javaでは、publicは誰でもアクセスできることを意味しています。,"in java, p.i. means anyone can have access.","In Java, public means a method is accessible by anyone.",ruby
Rubyはあなたの言うとおりにします！,ruby will do as you say!,Ruby Obeyed You!,ruby
Propshaftは、シンプルさと最新のWeb標準の活用に焦点を当てたRails向けのアセットパイプラインとして機能します。,pipshaft works as a rift port for simple and advanced use of the latest web standard.,Propshaft serves as an asset pipeline for Rails focused on simplicity and leveraging modern web standards.,ruby
他の多くのプログラミング言語ではforループを使ってリストを扱います。 たとえばCでは以下のようになります。,"in many other programming languages, we use forplaces to handle the list.","Most other programming languages handle going over a list using the for loop, which in C looks something like:",ruby
いつでもクラスを開いて、定義を足したり、変更することができます。,you can always open a class and add or change a definition.,"You can open them up, add to them, and change them at any time. ",ruby
attr_accessorを使うと2つの新しいメソッドが定義されます。,"with the attr ac system, two new approaches are defined.",Using attr_accessor defined two new methods for us.,ruby
これらにシンボルを渡した場合には、 そのメソッドの可視性が変更されます。,"if you give them a symbol, the way you see the device will change.","If you pass a Symbol to one of them, that method’s visibility is altered.",ruby
Solid CableはAction Cableを拡張し、WebSocket接続とブロードキャストのためのデータベースバックアップの永続性を提供します。,"solid cable expands action cable, provides database backup for websocket connection and broadcast.",Solid Cable extends Action Cable by providing database-backed persistence for WebSocket connections and broadcasts.,ruby
つまり、selfのみがprivateメソッドを呼び出す際のレシーバとなります。,"in other words, self is only a receiver when it calls out a pr method.",Only self is allowed to be the receiver of a private method call.,ruby
“Greeter”クラスを作ってみましょう。,let's create a grreeter class.,Let’s create a “Greeter” class.,ruby
