original_ja,en_predictions,en_references,dataset
JavaScript処理を専門ツールに委任することで、Propshaftは以前のアセットパイプラインよりも明確な関心の分離を維持します。,"By delegateing JavaScript processing as a special tool, Propshaft maintains a separateness of interest more clearly than the previous asset pipeline.","By delegating JavaScript processing to specialized tools, Propshaft maintains a clearer separation of concerns than previous asset pipelines.",ruby
prependメソッドは、メソッドのオーバーライドを可能にするために、モジュールを継承チェーンのインクルードするクラスの前に挿入します。,The prepend method will insert the module in front of the class that will be included in the inherit chain to enable the method to override.,"The prepend method inserts a module before the including class in the ancestor chain, allowing method overriding.",ruby
一つはカッコなしでメソッド呼び出しが使われていることです。,One is that method calls are being used without makeup.,One is that we’re calling the method without parentheses again.,ruby
ブロックは無名関数やlambdaに似ています。,Blocks are similar to anonymous functions and Rambda.,A block is like an anonymous function or lambda.,ruby
ActiveJobは、バックグラウンドジョブを宣言、作成、実行するための一貫したインターフェースを提供します。,"ActiveJob provides a consistent interface to declare, create, and execute your background job.","ActiveJob provides a consistent interface for declaring, creating, and running background jobs.",ruby
また、@nameにも 気づいたかもしれません。,You may also have noticed @name.,Also notice @name.,ruby
Solid Cacheのデータモデルは、エントリー用とキーと値のペア用の2つの主要テーブルを利用しています。,"Soloid Apache data models use two main tables for entries, keys and values.",The data model of Solid Cache utilizes two primary tables: one for entries and another for key-value pairs.,ruby
高可用性環境内で、Solid Cableは複数のアプリケーションサーバー間でシームレスなWebSocket接続処理を可能にします。,"In a highly useful environment, Solid Cable will enable a sembrequet connection between multiple applications servers.","Within high-availability environments, Solid Cable enables seamless WebSocket connection handling across multiple application servers.",ruby
デプロイ中、Solid Queueはシャットダウンする前に進行中のジョブを完了させることで、ジョブ処理を適切に処理します。,The job handling will be handled properly by completing the ongoing job before it shuts down.,"During deployment, Solid Queue gracefully handles job processing by allowing in-progress jobs to complete before shutting down.",ruby
各要素に対してブロックを評価した結果を全て含む配列を返します。,Returns an array containing all the results of assessing the block for each element.,Calls the block with each element of self and returns a Array whose elements are the return values from the block,ruby
SprocketsとPropshaftの間では、後者はアセット処理に対するミニマリストアプローチにより、パフォーマンスが向上しています。,"Between Sprockets and Propshaft, performance is improving because the latter is based on the minimist approach to asset processing.","Between Sprockets and Propshaft, the latter offers improved performance due to its minimalist approach to asset processing.",ruby
このメソッド呼び出しの実行結果は3.0という値になります。,The result of running this method call is 3.0.,The result of this method call is the value 3.0.,ruby
Rubyのハッシュテーブルでは、文字列キー用に最適化された特別なハッシュアルゴリズムを使用します。,"In Ruby's hash table, you will use a special hash algorithm that is compacted for the string key.",Hash tables in Ruby use a special hashing algorithm optimized for string keys.,ruby
データベースに接続状態を保存することで、Solid Cableはロードバランス環境でより回復力のあるリアルタイム機能を可能にします。,"By saving the connection status to the database, Solid Cable will enable more recuperative realtime features in the load-balance environment.","By storing connection state in the database, Solid Cable allows for more resilient real-time features in load-balanced environments.",ruby
すべてはオブジェクト,All objects,Everything is an Object,ruby
Rubyでは、定義されたクラスをさらに変更できます。,"In Ruby, you can change the class defined further.","In Ruby, you can reopen a class and modify it.",ruby
コールバックを使用することで、ActionMailerはメールが送信される前に前処理を行うことができます。,"By using the callback, the Action Mailer can process before the email is sent.","Through the use of callbacks, ActionMailer allows pre-processing of emails before they are sent.",ruby
このファイルを“ri20min.rb”という名前で保存して、“ruby ri20min.rb”と 実行しましょう。,Let's save this file by the name of irri20min. rbc.,"Save this file as “ri20min.rb”, and run it as “ruby ri20min.rb”.",ruby
Railsメーラーは、attachmentsメソッドを通じてファイル添付をサポートし、バイナリデータをメールに含めることができます。,You can include binary data in your mail by supporting file attachment via the Attachment method.,"Rails mailers support file attachments through the attachments method, allowing binary data to be included with emails.",ruby
String#splitは、区切り文字に基づいて文字列を部分文字列に分割し、これらの部分文字列の配列を返します。,"""String#split"" splits the string into substrings based on a delimiter character and returns the array of these substrings.","String#split divides a string into substrings based on a delimiter, returning an array of these substrings.",ruby
Object#sendは、シンボルによって識別されるメソッドを呼び出し、指定された引数を渡します。,Object#send calls the method identified by the symbol and passes the given argument.,"Object#send invokes the method identified by the symbol, passing it any arguments specified.",ruby
Rails 7のインポートマップは、バンドラーを必要とせずにCDNやローカルファイルから直接JavaScriptモジュールを使用する方法を提供します。,The import map on Rails 7 provides how to use JavaScript modules directly from the CDN and local files without needing a bander.,Import maps in Rails 7 provide a way to use JavaScript modules directly from CDNs or local files without requiring a bundler.,ruby
def hiというコードがメソッド定義のはじまりになります。,"The code ""def h"" starts with the method definition.",The code def hi starts the definition of the method.,ruby
複数のスレッドが共有データに同時にアクセスする場合、スレッドセーフティが懸念事項となります。,Thread safety is a concern if multiple threads access shared data at the same time.,Thread safety is a concern when multiple threads access shared data simultaneously.,ruby
式と文に違いはありません。,There's no difference between the expression and the sentence.,There’s no difference between an expression and a statement.,ruby
Railsテストにおけるファクトリーは、テストデータを作成するためのフィクスチャよりも柔軟な代替手段を提供します。,The fax system in the Rails test provides a more flexible alternative than the faxe to create test data.,Factories in Rails testing provide a more flexible alternative to fixtures for creating test data.,ruby
レコードを保存する前に、ActiveRecordは適用可能なすべてのバリデーションを実行して、オブジェクトが有効かどうかをチェックします。,"Before saving the record, ActiveRecor will run all possible corrections and check if objects are valid.","Before saving records, ActiveRecord checks if the object is valid by running all applicable validations.",ruby
Railsのマイグレーションは、時間の経過とともにデータベーススキーマを進化させることができる機能です。,The development of Rails is a feature that allows us to evolve database scheme over time.,Rails migrations are a feature that allows you to evolve your database schema over time.,ruby
Array#replaceは、与えられた配列の内容で配列の内容を置き換えます。,The Array#replace will replace the contents of the array with the contents of the given array.,Array#replace replaces the contents of an array with the contents of another array.,ruby
"次の行はメソッドの本体になります。この行は、すでに見た行、puts ""Hello World""と 同じものです。","The next line becomes the body of the method. This line is the same as ""Hello World"" we've already seen.","The next line is the body of the method, the same line we saw earlier: puts ""Hello World"".",ruby
iのような使い捨ての変数が必要ですし、そのリストがどのくらいの長さになるか 計算する必要がありますし、どのようにリストを走査するか説明する必要があります。,"You need a disposable variable like i, and you need to calculate how long that list will be, and you need to explain how to scan the list.","You need a throw-away variable like i, have to figure out how long the list is, and have to explain how to walk over the list.",ruby
Solid Queueは、信頼性と運用のシンプルさを優先するデータベースをバックエンドとしたActive Jobバックエンドを提供します。,Soloid Quegue provides an Active Job backend with databases that give priority to reliability and operation simplicity.,Solid Queue provides a database-backed Active Job backend that prioritizes reliability and operational simplicity.,ruby
Railsのスキャフォールディングは、リソースのモデル、ビュー、コントローラー、マイグレーションを自動的に生成します。,"Reds scannering automatically produces resource models, views, controllers, and minors.","Rails scaffolding automatically generates the model, views, controller, and migrations for a resource.",ruby
RSpecは、読みやすく説明的なテストケースを重視したRailsの人気のある代替テストフレームワークです。,"This is a popular alternative test framework for Rails, who stressed easy-to-read and explained test cases.","RSpec is a popular alternative testing framework for Rails that emphasizes readable, descriptive test cases.",ruby
Rubyのクラスは開いています。,Ruby's class is open.,Ruby classes are open.,ruby
メソッドが引数を持たない場合、メソッド名の後ろに空のカッコをつけることができますが、 省略しても構いません。,"If the method doesn't have an argument, you can put an empty cool behind the method name, but you can omit it.","You can add empty parentheses if you’d like, but they’re not needed.",ruby
ActiveRecordコールバックを使用すると、オブジェクトの状態が変更される前後にロジックをトリガーできます。,"If you use the ActiveRecd Callback, you can trigger logic before and after the object's state is changed.",ActiveRecord callbacks allow you to trigger logic before or after an alteration of an object's state.,ruby
この新しいプログラムを調べようとすると、最初の行がハッシュマーク(#)で 始まっていることに気づきます。,"If you try to look into this new program, you will notice that the first line starts with hashmark #.","Looking deeper at our new program, notice the initial lines, which begin with a hash mark (#).",ruby
Rubyにおけるほとんどの演算子は糖衣構文です。,Most operators in Ruby are syntax for sugar.,Most operators in Ruby are just syntactic sugar for method calls.,ruby
何をやっているか明確であれば、カッコは省略できます。,"If you're sure what you're doing, you can skip the cool."," If it’s obvious what you’re doing, the parentheses are optional.",ruby
Module#const_setは、指定された名前の定数を与えられたオブジェクトに設定し、そのオブジェクトを返します。,Module#const_set sets the object with the given name constant and returns that object.,"Module#const_set sets the named constant to the given object, returning that object.",ruby
Hash#fetchは、指定されたキーに対するハッシュの値を返します。キーが見つからない場合はKeyErrorを発生させます。,"Hash#fetch returns the hash value for the specified key. If the key is not found, KeyError will be generated.","Hash#fetch returns a value from the hash for the given key, raising a KeyError if the key is not found.",ruby
見ての通り、 say_hi と say_byeで使われています。,"As you can see, it's used in say_hi and say_bye.",As you can see it’s used by say_hi and say_bye.,ruby
並行制御を通じて、Solid Queueは同じジョブが複数のワーカーによって同時に処理されることを防ぎます。,"By means of parallel control, Solid Quegue will prevent the same job being handled simultaneously by multiple workers.","Through concurrency controls, Solid Queue prevents the same job from being processed simultaneously by multiple workers.",ruby
Rubyはメッセージに対応するメソッドを見つけられなかったとしても諦めません。,Ruby will not give up even if he couldn't find a corresponding method for the message.,Ruby doesn’t give up if it can’t find a method that responds to a particular message.,ruby
シンボルオブジェクトはRubyインタプリタ内の名前を表し、コロン構文を使用して作成され、不変です。,"Symbol objects represent names in the Ruby interpreter, are created using colon syntax, and are not variable.","Symbol objects represent names inside the Ruby interpreter, are created using the colon syntax, and are immutable.",ruby
これは「平方根(square root)」の省略形、 sqrtというメソッドにパラメータとして9を与えて呼び出しています。,"It's called square root root, which gives a method called sqt as a parameter 9.","It means call the method sqrt, shorthand for “square root” with the parameter of 9.",ruby
ActiveRecordを使用する場合、そのクエリインターフェースが非常に包括的であるため、開発者が生のSQLを書く必要はほとんどありません。,"When using ActiveRecor, the query interface is so comprehensive that you have little need for the developer to write a raw SQL.","Rarely do developers need to write raw SQL when using ActiveRecord, as its query interface is so comprehensive.",ruby
クラスや整数でさえオブジェクトです。,Even classes and integers are objects.,Even classes and integers are objects.,ruby
これは、二つの文字列が異なる実体を指していることを示しています。,This shows that two strings point to a different reality.,That means they’re referencing two different objects in memory.,ruby
rails generateコマンドは、さまざまなRailsコンポーネントのボイラープレートコードを自動的に生成するために使用されます。,The'rails Generate 'command is used to automatically generate the assembly plate code for various Rails components.,The rails generate command is used to automatically generate boilerplate code for various Rails components.,ruby
メモリベースのキャッシュとは異なり、Solid Cacheはキャッシュされたコンテンツを失うことなくアプリケーションの再起動後も維持されます。,"Unlike memory-based caches, Soloid cache will be maintained after the application is restarted without losing the cached content.","Unlike memory-based caches, Solid Cache persists across application restarts without losing cached content.",ruby
Action Cableのチャネルを通じて、異なるタイプのリアルタイム機能向けの特定のストリームを作成できます。,You can create a specific stream for different types of real-time functions through the ActionCile channel.,"Through channels in Action Cable, specific streams can be created for different types of real-time functionality.",ruby
Rubyでは、nilとfalseを除くすべてのものは真と評価されます。,"In Ruby, everything except nil and false is valued as true.","In Ruby, everything except nil and false is considered true.",ruby
Railsのバリデータは、有効なデータのみがデータベースに保存されることを保証します。,Rails' barics data and ensures that valid data is stored in the database.,Rails validators ensure that only valid data is stored in the database.,ruby
Module#class_evalは、Rubyコードを含む文字列または与えられたブロックをクラスとしてレシーバのコンテキストで評価します。,"Module #class_eval values evaluates strings, or given blocks, containing the Ruby code, in the context of Reciba as a class.",Module#class_eval evaluates a string containing Ruby code or a given block in the context of the receiver as a class.,ruby
publicはそのままの意味になります。,Public means exactly what it means.,"public is, naturally, public.",ruby
もし誰かが新たな種類のリストクラスを持ち出してくれば、 joinメソッドが他のリストと同様の意味を持っている限り、 すべては期待した通り動きます。,"If someone brings up a new type of list class, as long as the jobin method has the same meaning as any other list, everything will work out exactly as expected.","f someone comes up with a new kind of list class, as long as it implements the join method with the same semantics as other lists, everything will work as planned.",ruby
メソッド呼び出しは実際には他のオブジェクトへのメッセージ送信です。,The method call is actually sending a message to another object.,A method call is really a message to another object.,ruby
Module#attr_accessorメソッドは、インスタンス変数のゲッターメソッドとセッターメソッドを定義します。,The Module #attr_accessor method defines the instance variable's Getter method and the sector method.,The Module#attr_accessor method defines getter and setter methods for instance variables.,ruby
Javaでは、publicは誰でもアクセスできることを意味しています。,"In Java, it means that the public can access anyone.","In Java, public means a method is accessible by anyone.",ruby
Rubyはあなたの言うとおりにします！,Ruby will do as you say!,Ruby Obeyed You!,ruby
Propshaftは、シンプルさと最新のWeb標準の活用に焦点を当てたRails向けのアセットパイプラインとして機能します。,"Propshaft works as an asset pipeline for Rails, focusing on simplicity and the latest use of web standards.",Propshaft serves as an asset pipeline for Rails focused on simplicity and leveraging modern web standards.,ruby
他の多くのプログラミング言語ではforループを使ってリストを扱います。 たとえばCでは以下のようになります。,"In many other programming languages, we'll deal with the list using for loops. For example, in C:","Most other programming languages handle going over a list using the for loop, which in C looks something like:",ruby
いつでもクラスを開いて、定義を足したり、変更することができます。,You can always open class and add definitions and change them.,"You can open them up, add to them, and change them at any time. ",ruby
attr_accessorを使うと2つの新しいメソッドが定義されます。,Use attr_accessor to define two new methods.,Using attr_accessor defined two new methods for us.,ruby
これらにシンボルを渡した場合には、 そのメソッドの可視性が変更されます。,"If you give these symbols to them, their methods will be affected by visualization.","If you pass a Symbol to one of them, that method’s visibility is altered.",ruby
Solid CableはAction Cableを拡張し、WebSocket接続とブロードキャストのためのデータベースバックアップの永続性を提供します。,Soloid Cile expands action Cable and provides a database backup for webSocket connections and broadcasts.,Solid Cable extends Action Cable by providing database-backed persistence for WebSocket connections and broadcasts.,ruby
つまり、selfのみがprivateメソッドを呼び出す際のレシーバとなります。,"In other words, you're the only person calling the ""private method"" method.",Only self is allowed to be the receiver of a private method call.,ruby
“Greeter”クラスを作ってみましょう。,I'm going to make a new class.,Let’s create a “Greeter” class.,ruby
