original_ja,en_predictions,en_references,dataset
これは、ライブラリとして使われる場合には実行されないけれど、 実行ファイルとして使われる場合には実行されるコードを書くために 使われます。,"This is not executed when used as a library, but is used to write code that is executed when used as an executable.","This allows a file to be used as a library, and not to execute code in that context, but if the file is being used as an executable, then execute that code.",ruby
これは20分程度で一通り読み通せる、簡単なRubyチュートリアルです。,This is a simple Ruby tutorial that you can read through in about 20 minutes.,This is a small Ruby tutorial that should take no more than 20 minutes to complete.,ruby
ActionControllerは、受信したウェブリクエストを処理し、出力のレンダリング処理を担当します。,The ActionController handles the received web request and is responsible for rendering the output.,ActionController handles incoming web requests and facilitates the rendering of output.,ruby
Solid Cableの接続回復メカニズムは、アプリケーションのデプロイやサーバーの再起動中のユーザーに見える中断を減少させます。,Solid Cable’s connection recovery mechanism reduces visible interruptions for users during application deployment and server restarts.,Connection recovery mechanisms in Solid Cable reduce user-visible disruptions during application deployments or server restarts.,ruby
なお、Ruby 2.0やそれ以前のバージョンのRubyでは、このレスポンスは => nil になります。,"0 and earlier versions of Ruby, this response is => nil.",This response could be nil for Ruby 2.0 and earlier versions.,ruby
データベースインデックスを実装して以来、私たちのActiveRecordクエリは大幅に高速化しました。,"Since we implemented the database index, our ActiveRecord query has been significantly faster.","Since implementing database indices, our ActiveRecord queries have become significantly faster.",ruby
object_idは一致していません。,The object_id does not match.,The object_ids don’t match.,ruby
これはGreeterという新しいクラスと、 そのクラスのメソッドをいくつか定義しています。,This defines a new class called Greeter and several methods for that class.,This defines a new class called Greeter and a bunch of methods for that class.,ruby
ブロックは、メソッドに渡すことができる、中括弧またはdo...endキーワードで囲まれたコードの塊です。,A block is a block of code that is enclosed in parentheses or do...end keywords that can be passed to a method.,A block is a chunk of code enclosed between braces or do...end keywords that you can pass to a method.,ruby
では、平方根(square root)を求めるにはどうすればいいでしょうか？,So how do we find a square root?,But what if you want to go the other way and find the square root of something?,ruby
"ここでは、リスト内のすべての要素の値について、1つずつnameという変数に代入され、 そしてputs ""Hello #{name}!""という表現がそのnameの値を使って実行されます。","Here, the value of all elements in the list is assigned to a variable named one by one, and the expression puts ""Hello #{name}!"" is executed using the value of the name.","What happens here is that for every entry in a list, name is bound to that list element, and then the expression puts ""Hello #{name}!"" is run with that name.",ruby
すべては値を持ちます。nilであっても例外ではありません。,"Everything has a value, and nil is no exception.","Everything has a value, even if that value is nil.",ruby
Rubyでは扱いが若干異なります。,Ruby's handling is slightly different.,Ruby differs slightly.,ruby
普遍の真理,universal truth,The universal truth,ruby
ActiveRecordはデータベース操作を処理するだけでなく、データの整合性を確保するためのバリデーションも提供します。,"ActiveRecord not only handles database operations, but also provides validation to ensure data integrity.","Not only does ActiveRecord handle database operations, but it also provides validations to ensure data integrity.",ruby
シンボルは、どんな物かではなく、何者であるかがすべてです。,"The symbol is not what it is, but who it is.","A symbol is all about who it is, not what it is.",ruby
何が起こったのでしょうか。,What happened?,What just happened? ,ruby
Rails VCRgemは、テスト用のHTTP操作を記録し、将来のテスト実行中にそれらを再生します。,Rails VCRgem records HTTP operations for testing and plays them during future test runs.,The Rails VCR gem records HTTP interactions for tests and replays them during future test runs.,ruby
開発中、JavaScriptコードを変更する際に再構築ステップが不要なため、インポートマップは反復速度を向上させることができます。,Import maps can improve iterative speed because there is no need for a restructuring step when changing JavaScript code during development.,"During development, import maps can improve iteration speed since no rebuild step is required when changing JavaScript code.",ruby
ObjectSpaceモジュールには、ガベージコレクション機能を操作するためのメソッドが含まれており、既存のすべてのオブジェクトを反復処理できます。,"The ObjectSpace module contains methods for manipulating garbage collection functions, which can iterate through all existing objects.",The ObjectSpace module contains methods to interact with the garbage collection facility and allows iterating over all existing objects.,ruby
メーラーメソッドを定義した後、deliver_nowまたはdeliver_laterメソッドを呼び出すと、実際のメール配信プロセスが開始されます。,"After defining the mailer method, you can call the delivery_now or delivery_later method to start the actual email delivery process.","After defining a mailer method, calling the deliver_now or deliver_later method will trigger the actual email delivery process.",ruby
コントローラーに似ているにもかかわらず、メーラーはApplicationControllerではなくActionMailer::Baseから継承するという点で異なります。,"Despite its resemblance to a controller, the mailer is different in that it inherits from ActionMailer::Base rather than from the ApplicationController.","Despite being similar to controllers, mailers differ in that they inherit from ActionMailer::Base rather than ApplicationController.",ruby
lock_versionカラムを介して実装される楽観的ロックは、複数のユーザーが同じレコードを編集する際の競合する更新を防止します。,Optimistic locks implemented via lock_version columns prevent conflicting updates when multiple users edit the same record.,"Optimistic locking, implemented via the lock_version column, prevents conflicting updates when multiple users edit the same record.",ruby
Turbolinksは、完全ページ更新をJavaScriptによる部分更新に置き換えることで、ナビゲーションを高速化します。,Turbolinks speeds up navigation by replacing full page updates with partial updates in JavaScript.,Turbolinks accelerates navigation by replacing the full page refresh with JavaScript-powered partial updates.,ruby
とはいえ完全に 見えないようになっているのではなく、オブジェクトをinspectすれば いつでも見ることはできます。,"However, it is not completely invisible, you can see it at any time by inspecting the object.","They’re not terribly hidden, you see them whenever you inspect the object.",ruby
JavaScript処理を専門ツールに委任することで、Propshaftは以前のアセットパイプラインよりも明確な関心の分離を維持します。,"By delegating JavaScript processing to specialized tools, Propshaft maintains a clearer separation of concerns than previous asset pipelines.","By delegating JavaScript processing to specialized tools, Propshaft maintains a clearer separation of concerns than previous asset pipelines.",ruby
prependメソッドは、メソッドのオーバーライドを可能にするために、モジュールを継承チェーンのインクルードするクラスの前に挿入します。,The prepend method inserts the module before the class that contains the inheritance chain to allow method override.,"The prepend method inserts a module before the including class in the ancestor chain, allowing method overriding.",ruby
一つはカッコなしでメソッド呼び出しが使われていることです。,The first is that method invocations are used without a cuckoo.,One is that we’re calling the method without parentheses again.,ruby
ブロックは無名関数やlambdaに似ています。,Blocks are similar to anonymous functions and lambdas.,A block is like an anonymous function or lambda.,ruby
ActiveJobは、バックグラウンドジョブを宣言、作成、実行するための一貫したインターフェースを提供します。,"ActiveJob provides a consistent interface for declaring, creating and executing background jobs.","ActiveJob provides a consistent interface for declaring, creating, and running background jobs.",ruby
また、@nameにも 気づいたかもしれません。,You may have also noticed @name.,Also notice @name.,ruby
Solid Cacheのデータモデルは、エントリー用とキーと値のペア用の2つの主要テーブルを利用しています。,"The Solid Cache data model uses two main tables, one for entry and one for key-value pairs.",The data model of Solid Cache utilizes two primary tables: one for entries and another for key-value pairs.,ruby
高可用性環境内で、Solid Cableは複数のアプリケーションサーバー間でシームレスなWebSocket接続処理を可能にします。,"Within a highly available environment, Solid Cable enables seamless WebSocket connection processing across multiple application servers.","Within high-availability environments, Solid Cable enables seamless WebSocket connection handling across multiple application servers.",ruby
デプロイ中、Solid Queueはシャットダウンする前に進行中のジョブを完了させることで、ジョブ処理を適切に処理します。,"During deployment, Solid Queue handles the job processing properly by completing the ongoing job before it shuts down.","During deployment, Solid Queue gracefully handles job processing by allowing in-progress jobs to complete before shutting down.",ruby
各要素に対してブロックを評価した結果を全て含む配列を返します。,Returns an array that contains all the results of evaluating blocks for each element.,Calls the block with each element of self and returns a Array whose elements are the return values from the block,ruby
SprocketsとPropshaftの間では、後者はアセット処理に対するミニマリストアプローチにより、パフォーマンスが向上しています。,"Between Sprockets and Propshaft, the latter has improved performance thanks to a minimalist approach to asset processing.","Between Sprockets and Propshaft, the latter offers improved performance due to its minimalist approach to asset processing.",ruby
このメソッド呼び出しの実行結果は3.0という値になります。,The result of this method call is a value of 3.,The result of this method call is the value 3.0.,ruby
Rubyのハッシュテーブルでは、文字列キー用に最適化された特別なハッシュアルゴリズムを使用します。,Ruby’s hash table uses a special hash algorithm that is optimized for string keys.,Hash tables in Ruby use a special hashing algorithm optimized for string keys.,ruby
データベースに接続状態を保存することで、Solid Cableはロードバランス環境でより回復力のあるリアルタイム機能を可能にします。,"By storing the connection state of the database, Solid Cable enables more resilient real-time functionality in a load balancing environment.","By storing connection state in the database, Solid Cable allows for more resilient real-time features in load-balanced environments.",ruby
すべてはオブジェクト,it's all objects.,Everything is an Object,ruby
Rubyでは、定義されたクラスをさらに変更できます。,"In Ruby, we can make further changes to the defined classes.","In Ruby, you can reopen a class and modify it.",ruby
コールバックを使用することで、ActionMailerはメールが送信される前に前処理を行うことができます。,"By using callbacks, ActionMailer can pre-process before an email is sent.","Through the use of callbacks, ActionMailer allows pre-processing of emails before they are sent.",ruby
このファイルを“ri20min.rb”という名前で保存して、“ruby ri20min.rb”と 実行しましょう。,"Let's save this file under the name ""ri20min.rb"" and run it as ""ruby ri20min.rb"".","Save this file as “ri20min.rb”, and run it as “ruby ri20min.rb”.",ruby
Railsメーラーは、attachmentsメソッドを通じてファイル添付をサポートし、バイナリデータをメールに含めることができます。,"The Rails mailer supports file attachment through the attachments method, allowing you to include binary data in your email.","Rails mailers support file attachments through the attachments method, allowing binary data to be included with emails.",ruby
String#splitは、区切り文字に基づいて文字列を部分文字列に分割し、これらの部分文字列の配列を返します。,String#split divides a string into substrings based on delimiters and returns an array of these substrings.,"String#split divides a string into substrings based on a delimiter, returning an array of these substrings.",ruby
Object#sendは、シンボルによって識別されるメソッドを呼び出し、指定された引数を渡します。,Object#send calls the method identified by the symbol and passes the specified argument.,"Object#send invokes the method identified by the symbol, passing it any arguments specified.",ruby
Rails 7のインポートマップは、バンドラーを必要とせずにCDNやローカルファイルから直接JavaScriptモジュールを使用する方法を提供します。,The Rails 7 import map provides a way to use JavaScript modules directly from CDNs and local files without the need for a bundler.,Import maps in Rails 7 provide a way to use JavaScript modules directly from CDNs or local files without requiring a bundler.,ruby
def hiというコードがメソッド定義のはじまりになります。,The def hi code starts with the method definition.,The code def hi starts the definition of the method.,ruby
複数のスレッドが共有データに同時にアクセスする場合、スレッドセーフティが懸念事項となります。,Thread safety is a concern when multiple threads access shared data at the same time.,Thread safety is a concern when multiple threads access shared data simultaneously.,ruby
式と文に違いはありません。,There is no difference between expressions and sentences.,There’s no difference between an expression and a statement.,ruby
Railsテストにおけるファクトリーは、テストデータを作成するためのフィクスチャよりも柔軟な代替手段を提供します。,Factory in Rails testing provides a more flexible alternative to fixtures for creating test data.,Factories in Rails testing provide a more flexible alternative to fixtures for creating test data.,ruby
レコードを保存する前に、ActiveRecordは適用可能なすべてのバリデーションを実行して、オブジェクトが有効かどうかをチェックします。,"Before saving a record, ActiveRecord will perform all applicable validations to check if the object is valid.","Before saving records, ActiveRecord checks if the object is valid by running all applicable validations.",ruby
Railsのマイグレーションは、時間の経過とともにデータベーススキーマを進化させることができる機能です。,Rails migration is a feature that allows you to evolve your database schema over time.,Rails migrations are a feature that allows you to evolve your database schema over time.,ruby
Array#replaceは、与えられた配列の内容で配列の内容を置き換えます。,Array#replace replaces the contents of the array with the contents of the given array.,Array#replace replaces the contents of an array with the contents of another array.,ruby
"次の行はメソッドの本体になります。この行は、すでに見た行、puts ""Hello World""と 同じものです。","The next line is the body of the method, which is the same as the already seen line, puts ""Hello World"".","The next line is the body of the method, the same line we saw earlier: puts ""Hello World"".",ruby
iのような使い捨ての変数が必要ですし、そのリストがどのくらいの長さになるか 計算する必要がありますし、どのようにリストを走査するか説明する必要があります。,"You need a disposable variable like i, you need to calculate how long that list will be, and you need to explain how to scan the list.","You need a throw-away variable like i, have to figure out how long the list is, and have to explain how to walk over the list.",ruby
Solid Queueは、信頼性と運用のシンプルさを優先するデータベースをバックエンドとしたActive Jobバックエンドを提供します。,Solid Queue provides an Active Job backend with a database that prioritizes reliability and operational simplicity.,Solid Queue provides a database-backed Active Job backend that prioritizes reliability and operational simplicity.,ruby
Railsのスキャフォールディングは、リソースのモデル、ビュー、コントローラー、マイグレーションを自動的に生成します。,"Rails scaffolding automatically generates models, views, controllers and migrations of resources.","Rails scaffolding automatically generates the model, views, controller, and migrations for a resource.",ruby
RSpecは、読みやすく説明的なテストケースを重視したRailsの人気のある代替テストフレームワークです。,RSpec is a popular alternative testing framework for Rails with a focus on readable and explanatory test cases.,"RSpec is a popular alternative testing framework for Rails that emphasizes readable, descriptive test cases.",ruby
Rubyのクラスは開いています。,Ruby classes are open.,Ruby classes are open.,ruby
メソッドが引数を持たない場合、メソッド名の後ろに空のカッコをつけることができますが、 省略しても構いません。,"If the method does not have an argument, you can add an empty bracket to the back of the method name, but you can omit it.","You can add empty parentheses if you’d like, but they’re not needed.",ruby
ActiveRecordコールバックを使用すると、オブジェクトの状態が変更される前後にロジックをトリガーできます。,The ActiveRecord callback allows you to trigger logic before and after the object's state is changed.,ActiveRecord callbacks allow you to trigger logic before or after an alteration of an object's state.,ruby
この新しいプログラムを調べようとすると、最初の行がハッシュマーク(#)で 始まっていることに気づきます。,"When you try to explore this new program, you will notice that the first line starts with a hash mark (#).","Looking deeper at our new program, notice the initial lines, which begin with a hash mark (#).",ruby
Rubyにおけるほとんどの演算子は糖衣構文です。,Most of the operators in Ruby are sugar-coated syntax.,Most operators in Ruby are just syntactic sugar for method calls.,ruby
何をやっているか明確であれば、カッコは省略できます。,"If it's clear what you're doing, you can omit it."," If it’s obvious what you’re doing, the parentheses are optional.",ruby
Module#const_setは、指定された名前の定数を与えられたオブジェクトに設定し、そのオブジェクトを返します。,Module#const_set sets the constant of the given name to the given object and returns the object.,"Module#const_set sets the named constant to the given object, returning that object.",ruby
Hash#fetchは、指定されたキーに対するハッシュの値を返します。キーが見つからない場合はKeyErrorを発生させます。,"Hash#fetch returns a hash value for the specified key, which will cause a KeyError if the key is not found.","Hash#fetch returns a value from the hash for the given key, raising a KeyError if the key is not found.",ruby
見ての通り、 say_hi と say_byeで使われています。,"As you can see, it is used in say_hi and say_bye.",As you can see it’s used by say_hi and say_bye.,ruby
並行制御を通じて、Solid Queueは同じジョブが複数のワーカーによって同時に処理されることを防ぎます。,"Through concurrency control, Solid Queue prevents the same job from being processed by multiple workers at the same time.","Through concurrency controls, Solid Queue prevents the same job from being processed simultaneously by multiple workers.",ruby
Rubyはメッセージに対応するメソッドを見つけられなかったとしても諦めません。,Ruby won't give up even if it can't find a method that corresponds to a message.,Ruby doesn’t give up if it can’t find a method that responds to a particular message.,ruby
シンボルオブジェクトはRubyインタプリタ内の名前を表し、コロン構文を使用して作成され、不変です。,The symbol object represents the name in the Ruby interpreter and is created and immutable using the colon syntax.,"Symbol objects represent names inside the Ruby interpreter, are created using the colon syntax, and are immutable.",ruby
これは「平方根(square root)」の省略形、 sqrtというメソッドにパラメータとして9を与えて呼び出しています。,"This is an abbreviation for ""square root"", calling the method sqrt by giving 9 as a parameter.","It means call the method sqrt, shorthand for “square root” with the parameter of 9.",ruby
ActiveRecordを使用する場合、そのクエリインターフェースが非常に包括的であるため、開発者が生のSQLを書く必要はほとんどありません。,"When using ActiveRecord, the query interface is so comprehensive that developers rarely need to write raw SQL.","Rarely do developers need to write raw SQL when using ActiveRecord, as its query interface is so comprehensive.",ruby
クラスや整数でさえオブジェクトです。,Even classes and integers are objects.,Even classes and integers are objects.,ruby
これは、二つの文字列が異なる実体を指していることを示しています。,This indicates that the two strings point to different entities.,That means they’re referencing two different objects in memory.,ruby
rails generateコマンドは、さまざまなRailsコンポーネントのボイラープレートコードを自動的に生成するために使用されます。,The rails generate command is used to automatically generate boilerplate code for various Rails components.,The rails generate command is used to automatically generate boilerplate code for various Rails components.,ruby
メモリベースのキャッシュとは異なり、Solid Cacheはキャッシュされたコンテンツを失うことなくアプリケーションの再起動後も維持されます。,"Unlike memory-based caches, Solid Cache is maintained even after the application is restarted without losing cached content.","Unlike memory-based caches, Solid Cache persists across application restarts without losing cached content.",ruby
Action Cableのチャネルを通じて、異なるタイプのリアルタイム機能向けの特定のストリームを作成できます。,"Through the Action Cable channel, you can create specific streams for different types of real-time functionality.","Through channels in Action Cable, specific streams can be created for different types of real-time functionality.",ruby
Rubyでは、nilとfalseを除くすべてのものは真と評価されます。,"In Ruby, everything except for nil and false is evaluated as true.","In Ruby, everything except nil and false is considered true.",ruby
Railsのバリデータは、有効なデータのみがデータベースに保存されることを保証します。,Rails validators ensure that only valid data is stored in the database.,Rails validators ensure that only valid data is stored in the database.,ruby
Module#class_evalは、Rubyコードを含む文字列または与えられたブロックをクラスとしてレシーバのコンテキストで評価します。,Module#class_eval evaluates a string containing Ruby code or a given block as a class in the context of the receiver.,Module#class_eval evaluates a string containing Ruby code or a given block in the context of the receiver as a class.,ruby
publicはそのままの意味になります。,public means as it is.,"public is, naturally, public.",ruby
もし誰かが新たな種類のリストクラスを持ち出してくれば、 joinメソッドが他のリストと同様の意味を持っている限り、 すべては期待した通り動きます。,"If someone brings up a new type of list class, everything will work as expected as long as the join method has the same meaning as the rest of the list.","f someone comes up with a new kind of list class, as long as it implements the join method with the same semantics as other lists, everything will work as planned.",ruby
メソッド呼び出しは実際には他のオブジェクトへのメッセージ送信です。,A method call is actually a message sent to another object.,A method call is really a message to another object.,ruby
Module#attr_accessorメソッドは、インスタンス変数のゲッターメソッドとセッターメソッドを定義します。,The Module#attr_accessor method defines the getter and setter methods for instance variables.,The Module#attr_accessor method defines getter and setter methods for instance variables.,ruby
Javaでは、publicは誰でもアクセスできることを意味しています。,"In Java, it means that the public can be accessed by anyone.","In Java, public means a method is accessible by anyone.",ruby
Rubyはあなたの言うとおりにします！,Ruby will do as you say!,Ruby Obeyed You!,ruby
Propshaftは、シンプルさと最新のWeb標準の活用に焦点を当てたRails向けのアセットパイプラインとして機能します。,Propshaft acts as an asset pipeline for Rails with a focus on simplicity and leveraging modern web standards.,Propshaft serves as an asset pipeline for Rails focused on simplicity and leveraging modern web standards.,ruby
他の多くのプログラミング言語ではforループを使ってリストを扱います。 たとえばCでは以下のようになります。,"Many other programming languages use for-loops to handle lists, e. g. in C:","Most other programming languages handle going over a list using the for loop, which in C looks something like:",ruby
いつでもクラスを開いて、定義を足したり、変更することができます。,"You can open classes at any time, add definitions, or change them.","You can open them up, add to them, and change them at any time. ",ruby
attr_accessorを使うと2つの新しいメソッドが定義されます。,"With attr_accessor, two new methods are defined:",Using attr_accessor defined two new methods for us.,ruby
これらにシンボルを渡した場合には、 そのメソッドの可視性が変更されます。,"If you pass symbols to these, the visibility of the method will be changed.","If you pass a Symbol to one of them, that method’s visibility is altered.",ruby
Solid CableはAction Cableを拡張し、WebSocket接続とブロードキャストのためのデータベースバックアップの永続性を提供します。,Solid Cable extends Action Cable to provide database backup persistence for WebSocket connections and broadcasts.,Solid Cable extends Action Cable by providing database-backed persistence for WebSocket connections and broadcasts.,ruby
つまり、selfのみがprivateメソッドを呼び出す際のレシーバとなります。,This means that only self is the receiver when calling the private method.,Only self is allowed to be the receiver of a private method call.,ruby
“Greeter”クラスを作ってみましょう。,Let’s create a “Greeter” class.,Let’s create a “Greeter” class.,ruby
